qid,docno,Rank,BM25 score,Title,label
32,2406,0,19.9451963,Sazae-san,0
32,1782,1,11.4823044,Hyakki,3
32,1003,2,11.0010687,Aa! Megami-sama! (TV) Specials,1
32,39569,3,10.477188,Sora no Aosa wo Shiru Hito yo,0
32,31043,4,10.0987882,Boku dake ga Inai Machi,3
32,12123,5,9.83900466,Yurumates 3D,0
32,4062,6,9.75797432,Musashi no Ken,0
32,1342,7,9.74031069,Violence Jack: Jigoku Gai-hen,5
32,3686,8,9.50456312,Tokimeki Memorial: Only Love Specials,0
32,904,9,9.42447535,Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,1
32,2692,10,9.32862872,CB Chara Go Nagai World,0
32,38329,11,9.31699731,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,0
32,2450,12,9.27121469,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,0
32,5267,13,9.24035366,Gamba no Bouken,0
32,384,14,9.10459473,Gantz,5
32,33726,15,8.98527572,Saiyuuki Reload Blast,3
32,2564,16,8.97092793,Code-E,0
32,4591,17,8.92693338,Yoiko,0
32,38201,18,8.84325135,Osomatsu-san Movie,0
32,5162,19,8.83697624,Minami-ke Okaeri,0
32,4031,20,8.82290612,Sakigake!! Otokojuku Movie,4
32,2903,21,8.82290612,Sakigake!! Otokojuku,4
32,3616,22,8.76013961,Kamen no Maid Guy,0
32,2038,23,8.76013961,Mahou no Star Magical Emi,0
32,230,24,8.74390221,Air Master,5
32,275,25,8.5808771,Love♥Love?,0
32,5902,26,8.22815438,Hyakujitsu no Bara,3
32,33419,27,8.22633498,12-sai.: Chicchana Mune no Tokimeki 2nd Season,0
32,23579,28,8.22633498,12-sai.,0
32,94,29,8.12033531,Mobile Suit Gundam SEED Destiny,3
32,37662,30,8.0652756,Shinya! Tensai Bakabon,0
32,6280,31,8.02528532,Cat Shit One,0
32,37981,32,7.94906653,Kaijuu no Kodomo,0
32,2775,33,7.895507,Genocyber,5
32,1341,34,7.895507,Violence Jack: Harlem Bomber-hen,5
32,4094,35,7.76985922,Batman: Gotham Knight,0
32,2221,36,7.73079457,Aishite Knight,0
32,1207,37,7.67772645,Wata no Kuni Hoshi,0
32,2963,38,7.6277021,Minami-ke,0
32,10607,39,7.6277021,Rerere no Tensai Bakabon,0
32,1343,40,7.415817,Violence Jack: Hell's Wind-hen,4
32,10257,41,7.39081966,Pretty Rhythm: Aurora Dream,0
32,31478,42,7.138687,Bungou Stray Dogs,0
32,33142,43,7.10860619,Re:Zero kara Hajimeru Break Time,0
32,1710,44,7.05709444,Rockman.EXE,0
32,34902,45,7.00469423,Tsurezure Children,0
32,4513,46,6.95306644,Hakujaden,0
32,38768,47,6.87849669,Black Clover: Jump Festa 2018 Special,0
32,1613,48,6.87849669,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,0
32,8440,49,6.80506874,Black Lagoon Omake,0
32,593,50,6.80265054,Mugen no Ryvius,3
32,747,51,6.75394775,Haru wo Daite Ita,0
32,8369,52,6.75394775,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,0
32,1822,53,6.7494655,The Hakkenden,4
32,656,54,6.59389915,Air in Summer,0
32,5684,55,6.58873656,Fresh Precure!,1
