qid,docno,Rank,BM25 score,Title,label
36,40480,0,17.9264008,Sound & Fury,2
36,13029,1,16.1438122,Arashi no Yoru ni: Himitsu no Tomodachi,1
36,9063,2,11.7198799,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,3
36,32247,3,11.3344425,Tekkon Kinkreet Pilot,2
36,27525,4,10.3229491,Fate/kaleid liner Prisma☆Illya 2wei Herz!,2
36,6922,5,9.92847977,Fate/stay night Movie: Unlimited Blade Works,5
36,15279,6,9.7423385,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,1
36,23277,7,9.25697511,Saenai Heroine no Sodatekata,4
36,26057,8,9.22356252,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,5
36,1813,9,9.14242406,Genshiken OVA,1
36,770,10,9.06270068,Pale Cocoon,5
36,731,11,8.90735363,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,3
36,4181,12,8.87731709,Clannad: After Story,3
36,240,13,8.03041018,Genshiken,1
36,3229,14,7.9530685,Kimi ga Aruji de Shitsuji ga Ore de,3
36,415,15,7.83318218,Tonari no Yamada-kun,5
36,2508,16,7.60393535,Genshiken 2,1
36,33190,17,7.44061688,Planetarian: Hoshi no Hito,2
36,23327,18,6.99020672,Space☆Dandy 2nd Season,5
36,30727,19,6.85194816,Saenai Heroine no Sodatekata ♭,5
36,6399,20,6.39228681,Higashi no Eden: Falling Down,3
36,19383,21,6.34959618,Yami Shibai,3
36,8861,22,6.12506595,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",2
36,1865,23,5.94537565,Getsumen To Heiki Mina,2
36,6945,24,5.94012811,Gintama: Shiroyasha Koutan,3
36,9581,25,5.92966076,MM! Specials,4
36,28149,26,5.89110369,Nihon Animator Mihonichi,3
36,6023,27,5.86689369,Nogizaka Haruka no Himitsu: Purezza,2
36,4966,28,5.85668264,Jigazou,3
36,18799,29,5.85668264,Take Your Way,4
36,4813,30,5.785479,Lolita Anime,1
36,4107,31,5.74876839,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,2
36,1797,32,5.70283951,Animation Seisaku Shinkou Kuromi-chan,4
36,19685,33,5.68918221,Kanojo ga Flag wo Oraretara,1
