qid,docno,Rank,BM25 score,Title,label
31,6219,0,17.9478909,Nijiiro Hotaru: Eien no Natsuyasumi,3
31,1729,1,17.2837578,Maria-sama ga Miteru 3rd,5
31,10794,2,16.8861343,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,3
31,36990,3,16.8357785,Non Non Biyori Movie: Vacation,5
31,9958,4,16.6626508,Hayate no Gotoku! Heaven Is a Place on Earth,5
31,37981,5,14.5565971,Kaijuu no Kodomo,5
31,622,6,14.4349646,Natsu-iro no Sunadokei,4
31,3512,7,14.084403,Tenshi Nanka ja Nai,1
31,34620,8,14.0819648,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,3
31,2979,9,13.1194744,Akiko,1
31,21473,10,13.0367695,Persona 3 the Movie 2: Midsummer Knight's Dream,4
31,4382,11,13.0205915,Suzumiya Haruhi no Yuuutsu (2009),2
31,21677,12,12.7326884,Captain Earth,2
31,688,13,12.5456101,Uta∽Kata,5
31,1296,14,12.4572418,Project A-Ko 2: Daitokuji Zaibatsu no Inbou,5
31,10014,15,12.0754981,Shouwa Monogatari,3
31,30654,16,11.8586517,Ansatsu Kyoushitsu 2nd Season,0
31,34277,17,11.2420836,"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...",0
31,5597,18,11.1686462,Natsu no Arashi!,5
31,7169,19,10.7802731,Ibarahime Mata wa Nemurihime,0
31,5772,20,10.6404132,Akaneiro ni Somaru Saka: Hardcore,3
31,35673,21,10.4904302,Yama no Susume: Omoide Present,2
31,6211,22,10.3645527,Tokyo Magnitude 8.0,3
31,23083,23,10.0744473,Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,0
31,15039,24,9.79860246,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,3
31,869,25,9.64272287,Slayers Return,0
31,29511,26,9.47381426,Ongaku Shoujo,0
31,35075,27,9.21731137,Hoozuki no Reitetsu 2nd Season,0
31,1752,28,9.21731137,Di Gi Charat: Hoshi no Tabi,4
31,365,29,9.21064596,Fake,0
31,2104,30,9.10775862,Seto no Hanayome,5
31,31678,31,8.95440363,Long Zhi Gu: Jingling Wangzuo,0
31,2408,32,8.87805555,Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,0
31,148,33,8.83657617,Kita e.: Diamond Dust Drops,1
31,2828,34,8.67604747,Ie Naki Ko,0
31,12119,35,8.63844084,Natsu-iro Kiseki,4
31,3032,36,8.56288673,Digimon Tamers: Boukensha-tachi no Tatakai,1
31,1597,37,8.53274871,Panyo Panyo Di Gi Charat,0
31,31665,38,8.48898707,Hibike! Euphonium: Kakedasu Monaka,3
31,3230,39,8.44709302,Druaga no Tou: The Aegis of Uruk,2
31,291,40,8.43531976,D.C.S.S: Da Capo Second Season,2
31,12191,41,8.38615155,Smile Precure!,0
31,31080,42,8.38615155,Anne Happy♪,2
31,981,43,8.24413038,Ichigo 100% OVA,0
31,838,44,8.22286426,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,3
31,14283,45,7.97186077,Vividred Operation,0
31,21557,46,7.91181112,Omoide no Marnie,4
31,656,47,7.88908656,Air in Summer,5
31,749,48,7.85735161,Nanami-chan,0
31,3110,49,7.78326287,Kaze no Naka no Shoujo: Kinpatsu no Jeanie,0
31,588,50,7.78144869,Itsudatte My Santa!,0
31,220,51,7.67714247,Kuro no Danshou,0
31,546,52,7.67048435,Wind: A Breath of Heart (TV),0
31,13939,53,7.61653831,Accel World EX,2
31,9893,54,7.61621163,Suite Precure♪,5
31,11433,55,7.59316733,Ano Natsu de Matteru,3
31,3392,56,7.57564456,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,0
31,33814,57,7.56730102,Ao Oni The Animation,0
31,880,58,7.54487495,Aa! Megami-sama!: Sorezore no Tsubasa,0
31,37571,59,7.51674343,Senjuushi,0
