qid,docno,Rank,BM25 score,Title,label
33,6023,0,12.4214058,Nogizaka Haruka no Himitsu: Purezza,0
33,8899,1,11.7766194,Kaitei Shounen Marine,5
33,7304,2,11.1953816,Detective Conan Movie 08: Time Travel of the Silver Sky,5
33,35427,3,10.6810614,Animegataris,1
33,6980,4,10.4167007,Kaidan Restaurant,5
33,6280,5,10.2499775,Cat Shit One,0
33,4903,6,10.1002684,Kyou no 5 no 2 (TV),0
33,1367,7,10.0248885,Detective Conan Movie 08: Magician of the Silver Sky,2
33,5298,8,9.54403907,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,5
33,781,9,9.47830123,Detective Conan Movie 03: The Last Wizard of the Century,2
33,6383,10,9.02122261,Chargeman Ken!,4
33,4059,11,8.92907413,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",2
33,4298,12,8.91987193,Futari no Joe,2
33,2895,13,8.82767933,Kujiratori,5
33,30649,14,8.65553502,Shin Atashin'chi,4
33,2406,15,8.65433854,Sazae-san,4
33,2514,16,8.60532542,Detective Conan OVA 04: Conan and Kid and Crystal Mother,5
33,12711,17,8.54617347,Uta no☆Prince-sama♪ Maji Love 2000%,2
33,1844,18,8.4347923,Clamp Gakuen Tanteidan,2
33,30915,19,8.23377788,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,2
33,8609,20,8.08219508,Detective Conan OVA 10: Kid in Trap Island,5
33,15359,21,8.08219508,Kyousou Giga (2012),4
33,40228,22,8.06166143,Bananya: Fushigi na Nakama-tachi,5
33,8115,23,7.99885843,Uchuu Show e Youkoso,3
33,552,24,7.96345177,Digimon Adventure,5
33,28479,25,7.93207559,Detective Conan Movie 19: The Hellfire Sunflowers,3
33,34561,26,7.90908732,Re:Creators,2
33,1978,27,7.85908785,Onkyo Seimeitai Noiseman,2
33,34839,28,7.7923366,Sanrio Danshi,4
33,19157,29,7.78231406,Youkai Watch,5
33,17187,30,7.71405998,Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,1
33,6467,31,7.64796738,Detective Conan Movie 14: The Lost Ship in the Sky,1
33,1500,32,7.64796738,Teizokurei Daydream,0
33,9332,33,7.58593879,.hack//Quantum,1
33,10012,34,7.58029135,Carnival Phantasm,2
33,2513,35,7.38350759,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,4
33,9047,36,7.36852852,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,0
33,1339,37,7.19686186,Cool Devices,0
33,12117,38,7.03260849,Detective Conan Movie 16: The Eleventh Striker,2
33,2967,39,7.02775461,Saishuu Shiken Kujira,0
33,1006,40,7.02775461,Tenchi Muyou! in Love,5
33,24823,41,6.96906666,Days,2
33,838,42,6.96220102,Narutaru: Mukuro Naru Hoshi Tama Taru Ko,3
33,566,43,6.96220102,Tetsuwan Birdy,5
33,715,44,6.90666278,Yume de Aetara,0
33,589,45,6.84536657,Ginga Nagareboshi Gin,5
33,8310,46,6.81902715,Magic Kaito,4
33,1098,47,6.79600806,Samurai Girl Real Bout High School,4
33,1127,48,6.79600806,UFO Princess Valkyrie,0
33,24031,49,6.58637899,Denki-gai no Honya-san,1
33,234,50,6.44497522,Dan Doh!!,5
33,34471,51,6.44089838,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,5
33,6399,52,6.39228681,Higashi no Eden: Falling Down,3
33,3010,53,6.39156832,Kaiketsu Zorro,5
33,1400,54,6.33903927,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,5
33,4240,55,6.29511132,Ginga Senpuu Braiger,2
33,3883,56,6.2873666,YU-NO,0
33,406,57,6.20366366,Buzzer Beater,4
