qid,docno,Rank,BM25 score,Title,Genre,label
23,11103,0,11.0490025,Busou Shinki Moon Angel,"['Action', 'Sci-Fi']",5
23,33011,1,9.37317367,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,"['Comedy', 'Parody', 'Fantasy']",3
23,31201,2,8.74283846,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Shounen']",3
23,487,3,8.71245422,Girls Bravo: Second Season,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",2
23,241,4,8.71245422,Girls Bravo: First Season,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",2
23,6712,5,8.71245422,Natsu no Arashi! Akinaichuu,"['Comedy', 'Romance', 'Supernatural']",5
23,1881,6,8.51243893,Sasami: Mahou Shoujo Club,"['Fantasy', 'Magic', 'School']",3
23,4936,7,8.25961328,Ninja Hattori-kun,"['Slice of Life', 'Comedy', 'Martial Arts', 'Shounen']",1
23,1885,8,8.24660183,Master of Epic: The Animation Age,"['Fantasy', 'Game', 'Comedy']",0
23,1224,9,8.15499914,Aquarian Age: Sign for Evolution,"['Action', 'Sci-Fi', 'Adventure', 'Music', 'Super Power', 'Supernatural', 'Romance', 'Fantasy', 'Shounen']",0
23,8369,10,7.96394458,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"['Sci-Fi', 'Adventure', 'Comedy', 'Seinen']",0
23,1554,11,7.87545289,Asatte no Houkou.,"['Supernatural', 'Drama']",5
23,7627,12,7.79649038,Mitsudomoe,"['Comedy', 'School', 'Slice of Life']",2
23,10259,13,7.59111517,Da Yu Hai Tang (Movie),"['Adventure', 'Supernatural', 'Drama', 'Romance']",4
23,4926,14,7.19162999,Marco: Haha wo Tazunete Sanzenri,"['Adventure', 'Drama']",3
23,14967,15,7.19162999,Boku wa Tomodachi ga Sukunai Next,"['Harem', 'Slice of Life', 'Comedy', 'Romance', 'School']",3
23,328,16,7.1454341,Piano (TV),"['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']",3
23,11703,17,7.05480018,Code:Breaker,"['Action', 'Comedy', 'School', 'Shounen', 'Super Power', 'Supernatural']",4
