qid,docno,Rank,BM25 score,Title,label
30,3685,0,13.1995799,4-Day Weekend,0
30,10012,1,12.1117928,Carnival Phantasm,5
30,35427,2,11.0289483,Animegataris,5
30,1992,3,10.3834344,Chou Kousoku Gran Doll,5
30,2051,4,10.3074637,Akai Kiba: Blue Sonnet,5
30,24031,5,9.84056698,Denki-gai no Honya-san,4
30,12979,6,9.16723396,Naruto SD: Rock Lee no Seishun Full-Power Ninden,5
30,1527,7,9.04946133,Pokemon: Senritsu no Mirage Pokemon,3
30,1935,8,8.82276691,Megazone 23,2
30,23225,9,8.82030334,Yuru Yuri Nachuyachumi!,3
30,275,10,8.5808771,Love♥Love?,5
30,12711,11,8.54617347,Uta no☆Prince-sama♪ Maji Love 2000%,3
30,23135,12,8.40182541,PriPara,3
30,427,13,8.35201522,Kaleido Star,5
30,30652,14,8.30374706,Long Riders!,4
30,30915,15,8.23377788,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,5
30,40228,16,8.06166143,Bananya: Fushigi na Nakama-tachi,4
30,32899,17,7.92895421,Watashi ga Motete Dousunda,4
30,24629,18,7.84434712,Koufuku Graffiti,4
30,19157,19,7.78231406,Youkai Watch,1
30,688,20,7.58733035,Uta∽Kata,3
30,9332,21,7.58593879,.hack//Quantum,4
30,2406,22,7.45234826,Sazae-san,5
30,10257,23,7.39081966,Pretty Rhythm: Aurora Dream,3
30,9047,24,7.36852852,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,4
30,3642,25,7.34751735,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,0
30,33142,26,7.10860619,Re:Zero kara Hajimeru Break Time,5
30,12117,27,7.03260849,Detective Conan Movie 16: The Eleventh Striker,1
30,2967,28,7.02775461,Saishuu Shiken Kujira,4
30,1006,29,7.02775461,Tenchi Muyou! in Love,3
30,2622,30,6.98539066,Big Wars: Kami Utsu Akaki Kouya ni,2
30,24823,31,6.96906666,Days,0
30,3948,32,6.950925,Mahou Sensei Negima!: Introduction Film,3
30,715,33,6.90666278,Yume de Aetara,5
30,38768,34,6.87849669,Black Clover: Jump Festa 2018 Special,2
30,1613,35,6.87849669,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,3
30,589,36,6.84536657,Ginga Nagareboshi Gin,2
30,8440,37,6.80506874,Black Lagoon Omake,5
30,656,38,6.59389915,Air in Summer,3
30,5684,39,6.58873656,Fresh Precure!,4
30,6023,40,6.55451208,Nogizaka Haruka no Himitsu: Purezza,2
