qid,docno,Rank,BM25 score,Title,label
29,33726,0,18.7914419,Saiyuuki Reload Blast,0
29,977,1,16.8955939,Ginga Teikoku no Metsubou Gaiden: Aoki Ookami-tachi no Densetsu,0
29,1071,2,15.0778732,Memories Off #5 Togireta Film The Animation,0
29,622,3,14.8371351,Natsu-iro no Sunadokei,0
29,38145,4,12.813231,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",0
29,35327,5,12.5790908,Hiyoko no Basket Movie: Last Game 0401,0
29,36316,6,12.0705261,Shichisei no Subaru,3
29,2981,7,11.333273,Chika Gentou Gekiga: Shoujo Tsubaki,4
29,18149,8,11.2495904,Ishida to Asakura Special,0
29,981,9,10.677908,Ichigo 100% OVA,0
29,33187,10,10.6384858,Katsudou Shashin,0
29,29325,11,10.5480815,Koukaku Kidoutai Arise: Alternative Architecture,2
29,2840,12,10.3963775,Youkoso Lodoss-tou e!,0
29,1804,13,10.3718054,Koko wa Green Wood,0
29,29803,14,10.2877358,Overlord,3
29,32566,15,10.1654082,Noblesse: Pamyeol-ui Sijak,2
29,293,16,10.1254407,Di Gi Charat,0
29,3508,17,9.95585782,Genius Party,1
29,21845,18,9.88252784,Ushinawareta Mirai wo Motomete,1
29,5079,19,9.77373545,Kurokami The Animation,3
29,36524,20,9.71431004,Dies Irae: Reimei,1
29,2584,21,9.66621184,Soukou Kihei Votoms: Big Battle,0
29,2921,22,9.6506995,Ashita no Joe 2,1
29,1043,23,9.55435844,Tokyo Babylon,1
29,34839,24,9.44727265,Sanrio Danshi,0
29,32,25,9.29072086,Neon Genesis Evangelion: The End of Evangelion,5
29,36515,26,9.28100701,Dies Irae: To the Ring Reincarnation,0
29,31715,27,8.95291289,Working!!!: Lord of the Takanashi,1
29,1674,28,8.91958019,Captain Tsubasa J,0
29,31389,29,8.81338029,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,1
29,38226,30,8.7729692,Choukadou Girl ⅙,0
29,13655,31,8.74313,Little Busters!,0
29,595,32,8.60136111,X OVA,4
29,1679,33,8.47665361,Green Green Specials,0
29,675,34,8.22633498,One: Kagayaku Kisetsu e,1
29,37302,35,8.12093289,Kemurikusa (TV),5
29,4903,36,8.10671914,Kyou no 5 no 2 (TV),0
29,1608,37,8.02774625,Salaryman Kintarou,0
29,1752,38,7.95105548,Di Gi Charat: Hoshi no Tabi,0
29,2238,39,7.94906653,Fuyu no Semi,3
29,12119,40,7.92995718,Natsu-iro Kiseki,0
29,5962,41,7.92613754,Metal Fight Beyblade,0
29,4981,42,7.90756175,Casshern Sins,0
29,5226,43,7.87794972,Souten Kouro,0
29,2309,44,7.75342574,"Azusa, Otetsudai Shimasu!",0
29,5835,45,7.6976143,Hanasakeru Seishounen,0
29,12429,46,7.64313872,Last Exile: Ginyoku no Fam Recaps,1
29,12191,47,7.58808026,Smile Precure!,1
29,2157,48,7.58178131,Koutetsushin Jeeg,0
29,56,49,7.50631612,Avenger,0
29,2554,50,7.45267645,Ai Shoujo Pollyanna Story,0
29,1597,51,7.45267645,Panyo Panyo Di Gi Charat,0
29,2923,52,7.41034244,Shugo Chara!,0
29,9000,53,7.34131201,Toaru Hikuushi e no Tsuioku,0
29,16904,54,7.32199471,K: Missing Kings,4
29,1021,55,7.27477696,Kaikan Phrase,0
29,1748,56,7.25771091,Piyoko ni Omakase pyo!,0
29,5940,57,7.21910697,Seiken no Blacksmith,0
29,3948,58,7.21082741,Mahou Sensei Negima!: Introduction Film,0
29,2453,59,7.21011235,Dennou Sentai Voogie's★Angel,4
29,1143,60,7.13575447,.hack//Intermezzo,1
29,1878,61,7.13330384,Kaze no Shoujo Emily,1
29,39468,62,7.0583677,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,0
29,10351,63,7.01734966,Tenchi Muyou! Ryououki 2nd Season Picture Drama,0
29,30347,64,7.01374708,Nanatsu no Taizai OVA,0
29,1044,65,7.01308991,Taiyou no Ouji: Horus no Daibouken,1
29,12231,66,7.01308991,Dragon Ball: Episode of Bardock,1
29,28077,67,6.97941754,"Go! Go! 575: Meippai ni, Hajiketeru?",2
29,37308,68,6.97941754,K: Seven Stories - The Idol K,0
29,4024,69,6.97332323,Sanrio Anime Sekai Meisaku Gekijou,0
29,33028,70,6.97097083,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,5
29,5734,71,6.96883815,Tayutama: Kiss on My Deity,0
29,1683,72,6.95448967,Di Gi Charat Nyo,1
29,134,73,6.90219412,Gunslinger Girl,0
29,238,74,6.83872284,Rekka no Honoo,1
29,20033,75,6.81424381,Miss Monochrome The Animation,0
29,1281,76,6.80265054,Gakkou no Kaidan,0
29,3853,77,6.78875414,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,0
29,3883,78,6.78442113,YU-NO,0
29,2796,79,6.76345445,Afro-Ken,5
29,33142,80,6.74593188,Re:Zero kara Hajimeru Break Time,0
29,21421,81,6.74023834,Mahou Shoujo Taisen,0
