qid,docno,Rank,BM25 score,Title,label
34,10172,0,9.78486278,Freezing Specials,1
34,7591,1,9.78486278,Tono to Issho,1
34,2457,2,9.16476197,Majokko Tsukune-chan,3
34,10298,3,8.88327979,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,1
34,39590,4,8.36918536,Africa no Salaryman (TV),1
34,20431,5,8.30705858,Hoozuki no Reitetsu,1
34,4737,6,8.13382443,Himitsukessha Taka no Tsume,0
34,3125,7,8.13382443,Tokimeki Tonight,2
34,33161,8,8.0582852,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,1
34,38397,9,8.0582852,Nande Koko ni Sensei ga!?,2
34,1,10,7.5779058,Cowboy Bebop,4
34,6654,11,7.56639858,Namakura Gatana,1
34,12321,12,7.37350422,Thermae Romae,0
34,12711,13,7.37350422,Uta no☆Prince-sama♪ Maji Love 2000%,1
34,2325,14,7.31315044,Angel Blade Punish!,1
34,17849,15,7.31137327,Sparrow's Hotel,1
34,840,16,7.19020049,Narue no Sekai,0
34,690,17,7.07596379,Kyuuketsuhime Miyu (TV),0
34,2951,18,7.07297867,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,4
34,35330,19,6.90414137,Poputepipikku,1
34,28833,20,6.8762917,Chain Chronicle: Haecceitas no Hikari,1
34,786,21,6.84963936,Pugyuru,0
34,1556,22,6.81804113,Kikoushi Enma,1
34,31678,23,6.7959911,Long Zhi Gu: Jingling Wangzuo,1
34,2758,24,6.75815335,Shippuu! Iron Leaguer,1
34,6999,25,6.74317669,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message Specials,1
34,404,26,6.73287349,Bastard!!: Ankoku no Hakaishin,2
34,34148,27,6.69117683,Nyanko Days,1
34,3946,28,6.63997283,Jarinko Chie,4
34,3418,29,6.58954654,Jungle no Ouja Taa-chan,1
34,940,30,6.58954654,Inukami!,1
34,369,31,6.57487373,Boogiepop wa Warawanai,1
34,1145,32,6.46854449,Kaze no Youjinbou,0
34,10578,33,6.44276079,C³,4
34,2391,34,6.43386156,SD Gundam Force,2
34,31711,35,6.40472351,To LOVE-Ru Darkness 2nd Specials,2
34,14407,36,6.37516493,Persona 3 the Movie 1: Spring of Birth,0
34,4094,37,6.36559965,Batman: Gotham Knight,0
34,21473,38,6.35266436,Persona 3 the Movie 2: Midsummer Knight's Dream,0
34,9936,39,6.34848349,Maken-Ki!,0
34,21835,40,6.33200901,Majin Bone,0
34,6112,41,6.302372,Shin Koihime†Musou,1
34,23133,42,6.16923674,M3: Sono Kuroki Hagane,0
34,8937,43,6.16797093,Toaru Majutsu no Index II,0
34,5962,44,6.07552926,Metal Fight Beyblade,2
